Tanggal,Positif (Indonesia),Dirawat (Indonesia),Sembuh (Indonesia),Meninggal (Indonesia),Meninggal (Jakarta),Sembuh (Jakarta),Self-Isolation (Jakarta),Dirawat (Jakarta),Positif (Jakarta),Positif Aktif (Jakarta),Positif Harian (Indonesia),Dirawat Harian (Indonesia),Sembuh Harian (Indonesia),Meninggal Harian (Indonesia),Meninggal Harian (Jakarta),Sembuh Harian (Jakarta),Self-Isolation Harian (Jakarta),Dirawat Harian (Jakarta),Positif Harian (Jakarta),Positif Aktif Harian (Jakarta)
12/04/2022 ,"6,035,358","67,975","5,811,666","155,717","15,229","1,224,805","3,607",543,"1,244,184","4,150","1,455","-1,874","3,286",43,5,497,-148,1,355,-147
13/04/2022 ,"6,036,909","66,475","5,814,688","155,746","15,232","1,225,348","3,515",488,"1,244,583","4,003","1,551","-1,500","3,022",29,3,543,-92,-55,399,-147
14/04/2022 ,"6,037,742","64,044","5,817,904","155,794","15,234","1,226,139","3,127",455,"1,244,955","3,582",833,"-2,431","3,216",48,2,791,-388,-33,372,-421
15/04/2022 ,"6,038,664","62,665","5,820,179","155,820","15,238","1,226,739","2,837",451,"1,245,265","3,288",922,"-1,379","2,275",26,4,600,-290,-4,310,-294
16/04/2022 ,"6,039,266","60,475","5,822,947","155,844","15,240","1,227,338","2,469",411,"1,245,458","2,880",602,"-2,190","2,768",24,2,599,-368,-40,193,-408
17/04/2022 ,"6,039,873","58,278","5,825,729","155,866","15,244","1,227,793","2,205",411,"1,245,653","2,616",607,"-2,197","2,782",22,4,455,-264,0,195,-264
18/04/2022 ,"6,040,432","50,969","5,833,560","155,903","15,250","1,228,205","1,997",371,"1,245,823","2,368",559,"-7,309","7,831",37,6,412,-208,-40,170,-248
19/04/2022 ,"6,041,269","49,022","5,836,310","155,937","15,252","1,228,519","1,876",355,"1,246,002","2,231",837,"-1,947","2,750",34,2,314,-121,-16,179,-137
20/04/2022 ,"6,042,010","45,091","5,840,945","155,974","15,254","1,228,783","1,866",330,"1,246,233","2,196",741,"-3,931","4,635",37,2,264,-10,-25,231,-35
21/04/2022 ,"6,042,595","31,219","5,855,361","156,015","15,258","1,229,206","1,603",325,"1,246,392","1,928",585,"-13,872","14,416",41,4,423,-263,-5,159,-268
22/04/2022 ,"6,043,246","21,037","5,866,169","156,040","15,261","1,229,616","1,417",313,"1,246,607","1,730",651,"-10,182","10,808",25,3,410,-186,-12,215,-198
23/04/2022 ,"6,043,768","19,450","5,868,251","156,067","15,264","1,229,971","1,256",288,"1,246,779","1,544",522,"-1,587","2,082",27,3,355,-161,-25,172,-186
24/04/2022 ,"6,044,150","17,631","5,870,419","156,100","15,265","1,230,220","1,149",280,"1,246,914","1,429",382,"-1,819","2,168",33,1,249,-107,-8,135,-115
25/04/2022 ,"6,044,467","13,251","5,875,083","156,133","15,266","1,230,368","1,107",274,"1,247,015","1,381",317,"-4,380","4,664",33,1,148,-42,-6,101,-48
26/04/2022 ,"6,045,043","9,739","5,879,141","156,163","15,268","1,230,600","1,077",269,"1,247,214","1,346",576,"-3,512","4,058",30,2,232,-30,-5,199,-35
27/04/2022 ,"6,045,660","9,142","5,880,319","156,199","15,271","1,230,742","1,053",278,"1,247,344","1,331",617,-597,"1,178",36,3,142,-24,9,130,-15
28/04/2022 ,"6,046,072","8,365","5,881,490","156,217","15,272","1,230,989",951,245,"1,247,457","1,196",412,-777,"1,171",18,1,247,-102,-33,113,-135
29/04/2022 ,"6,046,467","8,165","5,882,062","156,240","15,273","1,231,171",923,216,"1,247,583","1,139",395,-200,572,23,1,182,-28,-29,126,-57
30/04/2022 ,"6,046,796","7,897","5,882,660","156,257","15,274","1,231,413",829,218,"1,247,734","1,047",329,-268,598,17,1,242,-94,2,151,-92
01/05/2022 ,"6,047,040","7,474","5,883,293","156,273","15,275","1,231,573",756,211,"1,247,815",967,244,-423,633,16,1,160,-73,-7,81,-80
02/05/2022 ,"6,047,208","7,257","5,883,664","156,287","15,277","1,231,709",708,209,"1,247,903",917,168,-217,371,14,2,136,-48,-2,88,-50
03/05/2022 ,"6,047,315","6,951","5,884,059","156,305","15,278","1,231,833",623,209,"1,247,943",832,107,-306,395,18,1,124,-85,0,40,-85
04/05/2022 ,"6,047,491","6,845","5,884,325","156,321","15,280","1,231,950",587,188,"1,248,005",775,176,-106,266,16,2,117,-36,-21,62,-57
05/05/2022 ,"6,047,741","6,631","5,884,770","156,340","15,281","1,232,106",510,194,"1,248,091",704,250,-214,445,19,1,156,-77,6,86,-71
06/05/2022 ,"6,047,986","6,530","5,885,099","156,357","15,282","1,232,228",476,194,"1,248,180",670,245,-101,329,17,1,122,-34,0,89,-34
07/05/2022 ,"6,048,204","6,427","5,885,406","156,371","15,283","1,232,328",438,193,"1,248,242",631,218,-103,307,14,1,100,-38,-1,62,-39
08/05/2022 ,"6,048,431","6,192","5,885,858","156,381","15,284","1,232,444",408,184,"1,248,320",592,227,-235,452,10,1,116,-30,-9,78,-39
09/05/2022 ,"6,048,685","6,078","5,886,211","156,396","15,285","1,232,527",419,191,"1,248,422",610,254,-114,353,15,1,83,11,7,102,18
10/05/2022 ,"6,049,141","5,855","5,886,870","156,416","15,287","1,232,618",490,177,"1,248,572",667,456,-223,659,20,2,91,71,-14,150,57
11/05/2022 ,"6,049,541","5,331","5,887,786","156,424","15,288","1,232,696",549,168,"1,248,701",717,400,-524,916,8,1,78,59,-9,129,50
12/05/2022 ,"6,049,876","4,867","5,888,571","156,438","15,290","1,232,729",614,168,"1,248,801",782,335,-464,785,14,2,33,65,0,100,65
13/05/2022 ,"6,050,211","4,938","5,888,825","156,448","15,291","1,232,772",664,175,"1,248,902",839,335,71,254,10,1,43,50,7,101,57
14/05/2022 ,"6,050,519","4,825","5,889,241","156,453","15,292","1,232,867",676,181,"1,249,016",857,308,-113,416,5,1,95,12,6,114,18
15/05/2022 ,"6,050,776","4,784","5,889,534","156,458","15,293","1,232,939",686,191,"1,249,109",877,257,-41,293,5,1,72,10,10,93,20
16/05/2022 ,"6,050,958","4,697","5,889,797","156,464","15,293","1,233,010",701,175,"1,249,179",876,182,-87,263,6,0,71,15,-16,70,-1
17/05/2022 ,"6,051,205","3,898","5,890,826","156,481","15,293","1,233,102",670,189,"1,249,254",859,247,-799,"1,029",17,0,92,-31,14,75,-17
18/05/2022 ,"6,051,532","3,844","5,891,190","156,498","15,294","1,233,206",670,197,"1,249,367",867,327,-54,364,17,1,104,0,8,113,8
19/05/2022 ,"6,051,850","3,766","5,891,574","156,510","15,294","1,233,387",589,187,"1,249,457",776,318,-78,384,12,0,181,-81,-10,90,-91
20/05/2022 ,"6,052,100","3,715","5,891,872","156,513","15,294","1,233,494",564,187,"1,249,539",751,250,-51,298,3,0,107,-25,0,82,-25
21/05/2022 ,"6,052,363","3,718","5,892,126","156,519","15,294","1,233,575",581,182,"1,249,632",763,263,3,254,6,0,81,17,-5,93,12
22/05/2022 ,"6,052,590","3,657","5,892,411","156,522","15,296","1,233,664",594,188,"1,249,742",782,227,-61,285,3,2,89,13,6,110,19
23/05/2022 ,"6,052,764","2,890","5,893,340","156,534","15,297","1,233,779",548,176,"1,249,800",724,174,-767,929,12,1,115,-46,-12,58,-58
24/05/2022 ,"6,053,109","2,933","5,893,628","156,548","15,300","1,233,873",580,195,"1,249,948",775,345,43,288,14,3,94,32,19,148,51
25/05/2022 ,"6,053,424","3,011","5,893,860","156,553","15,300","1,233,937",631,208,"1,250,076",839,315,78,232,5,0,64,51,13,128,64
26/05/2022 ,"6,053,670","3,011","5,894,103","156,556","15,300","1,234,021",669,210,"1,250,200",879,246,0,243,3,0,84,38,2,124,40
27/05/2022 ,"6,053,894","2,949","5,894,380","156,565","15,300","1,234,087",709,214,"1,250,310",923,224,-62,277,9,0,66,40,4,110,44
28/05/2022 ,"6,054,173","2,972","5,894,628","156,573","15,300","1,234,180",723,211,"1,250,414",934,279,23,248,8,0,93,14,-3,104,11
29/05/2022 ,"6,054,415","2,952","5,894,889","156,574","15,300","1,234,280",722,201,"1,250,503",923,242,-20,261,1,0,100,-1,-10,89,-11
30/05/2022 ,"6,054,633","2,871","5,895,176","156,586","15,303","1,234,376",704,201,"1,250,584",905,218,-81,287,12,3,96,-18,0,81,-18
31/05/2022 ,"6,054,973","2,959","5,895,423","156,591","15,303","1,234,487",729,197,"1,250,716",926,340,88,247,5,0,111,25,-4,132,21
01/06/2022 ,"6,055,341","3,141","5,895,606","156,594","15,303","1,234,566",823,188,"1,250,880","1,011",368,182,183,3,0,79,94,-9,164,85
02/06/2022 ,"6,055,645","3,105","5,895,940","156,600","15,303","1,234,723",830,182,"1,251,038","1,012",304,-36,334,6,0,157,7,-6,158,1
03/06/2022 ,"6,056,017","3,123","5,896,290","156,604","15,303","1,234,863",850,195,"1,251,211","1,045",372,18,350,4,0,140,20,13,173,33
04/06/2022 ,"6,056,412","3,254","5,896,548","156,610","15,303","1,234,976",913,192,"1,251,384","1,105",395,131,258,6,0,113,63,-3,173,60
05/06/2022 ,"6,056,800","3,433","5,896,752","156,615","15,303","1,235,069","1,011",196,"1,251,579","1,207",388,179,204,5,0,93,98,4,195,102
06/06/2022 ,"6,057,142","3,498","5,897,022","156,622","15,303","1,235,172","1,064",187,"1,251,726","1,251",342,65,270,7,0,103,53,-9,147,44
07/06/2022 ,"6,057,660","3,664","5,897,372","156,624","15,303","1,235,274","1,222",187,"1,251,986","1,409",518,166,350,2,0,102,158,0,260,158
08/06/2022 ,"6,058,180","3,922","5,897,630","156,628","15,303","1,235,370","1,417",184,"1,252,274","1,601",520,258,258,4,0,96,195,-3,288,192
09/06/2022 ,"6,058,736","4,061","5,898,040","156,635","15,303","1,235,508","1,548",191,"1,252,550","1,739",556,139,410,7,0,138,131,7,276,138
10/06/2022 ,"6,059,363","4,341","5,898,384","156,638","15,303","1,235,666","1,715",199,"1,252,883","1,914",627,280,344,3,0,158,167,8,333,175
11/06/2022 ,"6,059,937","4,538","5,898,758","156,641","15,303","1,235,838","1,852",204,"1,253,197","2,056",574,197,374,3,0,172,137,5,314,142
12/06/2022 ,"6,060,488","4,680","5,899,165","156,643","15,303","1,236,002","2,000",214,"1,253,519","2,214",551,142,407,2,0,164,148,10,322,158
13/06/2022 ,"6,061,079","4,926","5,899,501","156,652","15,304","1,236,184","2,179",200,"1,253,867","2,379",591,246,336,9,1,182,179,-14,348,165
14/06/2022 ,"6,062,009","5,298","5,900,049","156,662","15,304","1,236,374","2,446",260,"1,254,384","2,706",930,372,548,10,0,190,267,60,517,327
15/06/2022 ,"6,063,251","6,007","5,900,574","156,670","15,304","1,236,528","2,980",302,"1,255,114","3,282","1,242",709,525,8,0,154,534,42,730,576
16/06/2022 ,"6,064,424","6,668","5,901,083","156,673","15,305","1,236,820","3,346",339,"1,255,810","3,685","1,173",661,509,3,1,292,366,37,696,403
17/06/2022 ,"6,065,644","7,326","5,901,639","156,679","15,305","1,237,109","3,712",370,"1,256,496","4,082","1,220",658,556,6,0,289,366,31,686,397
18/06/2022 ,"6,066,908","8,062","5,902,162","156,684","15,305","1,237,400","4,122",402,"1,257,229","4,524","1,264",736,523,5,0,291,410,32,733,442
19/06/2022 ,"6,068,075","8,594","5,902,794","156,687","15,308","1,237,676","4,543",437,"1,257,964","4,980","1,167",532,632,3,3,276,421,35,735,456
20/06/2022 ,"6,069,255","9,099","5,903,461","156,695","15,309","1,238,059","4,844",453,"1,258,665","5,297","1,180",505,667,8,1,383,301,16,701,317
21/06/2022 ,"6,070,933","10,095","5,904,138","156,700","15,311","1,238,392","5,420",495,"1,259,618","5,915","1,678",996,677,5,2,333,576,42,953,618
22/06/2022 ,"6,072,918","11,391","5,904,825","156,702","15,311","1,238,754","6,276",503,"1,260,844","6,779","1,985","1,296",687,2,0,362,856,8,"1,226",864
23/06/2022 ,"6,074,825","12,148","5,905,971","156,706","15,311","1,239,359","6,714",514,"1,261,898","7,228","1,907",757,"1,146",4,0,605,438,11,"1,054",449
24/06/2022 ,"6,076,894","13,214","5,906,969","156,711","15,313","1,240,028","7,301",522,"1,263,164","7,823","2,069","1,066",998,5,2,669,587,8,"1,266",595
25/06/2022 ,"6,078,725","13,968","5,908,043","156,714","15,313","1,240,738","7,596",562,"1,264,209","8,158","1,831",754,"1,074",3,0,710,295,40,"1,045",335
26/06/2022 ,"6,080,451","14,516","5,909,218","156,717","15,313","1,241,429","7,931",591,"1,265,264","8,522","1,726",548,"1,175",3,0,691,335,29,"1,055",364
27/06/2022 ,"6,072,918","11,391","5,904,825","156,702","15,313","1,242,286","7,901",602,"1,266,102","8,503","-7,533","-3,125","-4,393",-15,0,857,-30,11,838,-19
28/06/2022 ,"6,084,063","15,310","5,912,025","156,728","15,314","1,243,032","8,375",631,"1,267,352","9,006","11,145","3,919","7,200",26,1,746,474,29,"1,250",503
29/06/2022 ,"6,086,212","16,174","5,913,307","156,731","15,314","1,243,738","8,801",633,"1,268,486","9,434","2,149",864,"1,282",3,0,706,426,2,"1,134",428
30/06/2022 ,"6,088,460","16,790","5,914,933","156,737","15,315","1,244,833","8,926",667,"1,269,741","9,593","2,248",616,"1,626",6,1,"1,095",125,34,"1,255",159
01/07/2022 ,"6,090,509","16,915","5,916,854","156,740","15,316","1,245,980","8,829",716,"1,270,841","9,545","2,049",125,"1,921",3,1,"1,147",-97,49,"1,100",-48
02/07/2022 ,"6,092,303","16,915","5,918,643","156,745","15,317","1,247,144","8,675",688,"1,271,824","9,363","1,794",0,"1,789",5,1,"1,164",-154,-28,983,-182
03/07/2022 ,"6,093,917","16,919","5,920,249","156,749","15,320","1,248,357","8,333",745,"1,272,755","9,078","1,614",4,"1,606",4,3,"1,213",-342,57,931,-285
04/07/2022 ,"6,095,351","16,476","5,922,117","156,758","15,323","1,249,496","7,937",736,"1,273,492","8,673","1,434",-443,"1,868",9,3,"1,139",-396,-9,737,-405
05/07/2022 ,"6,097,928","17,354","5,923,808","156,766","15,325","1,250,388","8,267",788,"1,274,768","9,055","2,577",878,"1,691",8,2,892,330,52,"1,276",382
06/07/2022 ,"6,100,671","18,048","5,925,853","156,770","15,327","1,251,237","8,946",774,"1,276,284","9,720","2,743",694,"2,045",4,2,849,679,-14,"1,516",665
07/07/2022 ,"6,103,552","19,046","5,927,730","156,776","15,329","1,252,398","9,220",813,"1,277,760","10,033","2,881",998,"1,877",6,2,"1,161",274,39,"1,476",313
08/07/2022 ,"6,106,024","19,127","5,930,116","156,781","15,331","1,253,562","9,183",835,"1,278,911","10,018","2,472",81,"2,386",5,2,"1,164",-37,22,"1,151",-15
09/07/2022 ,"6,108,729","19,855","5,932,089","156,785","15,334","1,254,809","9,411",835,"1,280,389","10,246","2,705",728,"1,973",4,3,"1,247",228,0,"1,478",228
10/07/2022 ,"6,111,305","20,535","5,933,979","156,791","15,338","1,255,908","10,006",812,"1,282,064","10,818","2,576",680,"1,890",6,4,"1,099",595,-23,"1,675",572
11/07/2022 ,"6,112,986","20,343","5,935,845","156,798","15,342","1,257,072","9,733",729,"1,282,876","10,462","1,681",-192,"1,866",7,4,"1,164",-273,-83,812,-356
12/07/2022 ,"6,116,347","21,916","5,937,625","156,806","15,346","1,257,799","10,477",848,"1,284,470","11,325","3,361","1,573","1,780",8,4,727,744,119,"1,594",863
13/07/2022 ,"6,120,169","23,787","5,939,564","156,818","15,350","1,258,663","11,630",848,"1,286,491","12,478","3,822","1,871","1,939",12,4,864,"1,153",0,"2,021","1,153"
14/07/2022 ,"6,123,753","24,490","5,942,436","156,827","15,356","1,260,234","11,779",871,"1,288,240","12,650","3,584",703,"2,872",9,6,"1,571",149,23,"1,749",172
15/07/2022 ,"6,127,084","24,973","5,945,278","156,833","15,359","1,261,863","11,734",897,"1,289,853","12,631","3,331",483,"2,842",6,3,"1,629",-45,26,"1,613",-19
16/07/2022 ,"6,131,413","26,594","5,947,980","156,839","15,364","1,263,230","12,522",868,"1,291,984","13,390","4,329","1,621","2,702",6,5,"1,367",788,-29,"2,131",759
17/07/2022 ,"6,134,953","27,550","5,950,554","156,849","15,367","1,264,902","12,823",894,"1,293,986","13,717","3,540",956,"2,574",10,3,"1,672",301,26,"2,002",327
18/07/2022 ,"6,138,346","28,506","5,952,981","156,859","15,369","1,266,257","13,316",908,"1,295,850","14,224","3,393",956,"2,427",10,2,"1,355",493,14,"1,864",507
19/07/2022 ,"6,143,431","30,989","5,955,577","156,865","15,371","1,267,430","14,611",923,"1,298,335","15,534","5,085","2,483","2,596",6,2,"1,173","1,295",15,"2,485","1,310"
20/07/2022 ,"6,149,084","34,301","5,957,908","156,875","15,373","1,268,249","16,753",910,"1,301,285","17,663","5,653","3,312","2,331",10,2,819,"2,142",-13,"2,950","2,129"
21/07/2022 ,"6,154,494","36,781","5,960,833","156,880","15,377","1,270,067","17,772",952,"1,304,168","18,724","5,410","2,480","2,925",5,4,"1,818","1,019",42,"2,883","1,061"
22/07/2022 ,"6,159,328","38,239","5,964,196","156,893","15,383","1,271,839","18,440",971,"1,306,633","19,411","4,834","1,458","3,363",13,6,"1,772",668,19,"2,465",687
23/07/2022 ,"6,164,271","39,065","5,968,304","156,902","15,384","1,273,936","19,016",958,"1,309,294","19,974","4,943",826,"4,108",9,1,"2,097",576,-13,"2,661",563
24/07/2022 ,"6,168,342","40,452","5,970,988","156,902","15,384","1,275,596","19,503",962,"1,311,445","20,465","4,071","1,387","2,684",0,0,"1,660",487,4,"2,151",491
25/07/2022 ,"6,172,390","40,463","5,975,011","156,916","15,386","1,277,873","19,387",967,"1,313,613","20,354","4,048",11,"4,023",14,2,"2,277",-116,5,"2,168",-111
26/07/2022 ,"6,178,873","43,422","5,978,522","156,929","15,389","1,279,485","20,740",973,"1,316,587","21,713","6,483","2,959","3,511",13,3,"1,612","1,353",6,"2,974","1,359"
27/07/2022 ,"6,185,311","46,024","5,982,347","156,940","15,390","1,281,386","22,097",993,"1,319,866","23,090","6,438","2,602","3,825",11,1,"1,901","1,357",20,"3,279","1,377"
28/07/2022 ,"6,191,664","46,655","5,988,052","156,957","15,392","1,284,419","22,206","1,006","1,323,023","23,212","6,353",631,"5,705",17,2,"3,033",109,13,"3,157",122
29/07/2022 ,"6,197,495","47,988","5,992,537","156,970","15,395","1,286,877","22,675","1,063","1,326,010","23,738","5,831","1,333","4,485",13,3,"2,458",469,57,"2,987",526
30/07/2022 ,"6,202,893","49,105","5,996,805","156,983","15,400","1,289,636","22,537","1,066","1,328,639","23,603","5,398","1,117","4,268",13,5,"2,759",-138,3,"2,629",-135
31/07/2022 ,"6,207,098","48,703","6,001,402","156,993","15,402","1,292,113","22,212","1,110","1,330,837","23,322","4,205",-402,"4,597",10,2,"2,477",-325,44,"2,198",-281
01/08/2022 ,"6,210,794","47,809","6,005,981","157,004","15,404","1,294,595","21,197","1,127","1,332,323","22,324","3,696",-894,"4,579",11,2,"2,482","-1,015",17,"1,486",-998
02/08/2022 ,"6,216,621","49,048","6,010,545","157,028","15,408","1,296,794","20,977","1,137","1,334,316","22,114","5,827","1,239","4,564",24,4,"2,199",-220,10,"1,993",-210
03/08/2022 ,"6,222,788","50,857","6,014,885","157,046","15,412","1,298,981","21,332","1,123","1,336,848","22,455","6,167","1,809","4,340",18,4,"2,187",355,-14,"2,532",341
04/08/2022 ,"6,229,315","50,706","6,021,549","157,060","15,414","1,302,829","20,337","1,082","1,339,662","21,419","6,527",-151,"6,664",14,2,"3,848",-995,-41,"2,814","-1,036"
05/08/2022 ,"6,235,244","50,300","6,027,872","157,072","15,418","1,305,863","19,869","1,081","1,342,231","20,950","5,929",-406,"6,323",12,4,"3,034",-468,-1,"2,569",-469
06/08/2022 ,"6,240,699","50,895","6,032,722","157,082","15,421","1,308,676","19,395","1,095","1,344,587","20,490","5,455",595,"4,850",10,3,"2,813",-474,14,"2,356",-460
07/08/2022 ,"6,244,978","50,145","6,037,738","157,095","15,426","1,311,714","18,209","1,062","1,346,411","19,271","4,279",-750,"5,016",13,5,"3,038","-1,186",-33,"1,824","-1,219"
08/08/2022 ,"6,249,403","49,633","6,042,657","157,113","15,429","1,314,435","17,792","1,055","1,348,711","18,847","4,425",-512,"4,919",18,3,"2,721",-417,-7,"2,300",-424
09/08/2022 ,"6,255,679","51,041","6,047,507","157,131","15,434","1,316,556","17,947","1,072","1,351,009","19,019","6,276","1,408","4,850",18,5,"2,121",155,17,"2,298",172
10/08/2022 ,"6,261,605","52,043","6,052,413","157,149","15,438","1,318,226","18,465","1,104","1,353,233","19,569","5,926","1,002","4,906",18,4,"1,670",518,32,"2,224",550
11/08/2022 ,"6,267,137","52,729","6,057,237","157,171","15,443","1,320,606","18,298","1,104","1,355,451","19,402","5,532",686,"4,824",22,5,"2,380",-167,0,"2,218",-167
12/08/2022 ,"6,273,228","53,576","6,062,463","157,189","15,445","1,323,161","18,599","1,104","1,358,309","19,703","6,091",847,"5,226",18,2,"2,555",301,0,"2,858",301
13/08/2022 ,"6,278,332","53,606","6,067,518","157,208","15,449","1,325,748","18,259","1,140","1,360,596","19,399","5,104",30,"5,055",19,4,"2,587",-340,36,"2,287",-304
14/08/2022 ,"6,282,774","53,127","6,072,421","157,226","15,452","1,328,058","18,055","1,140","1,362,705","19,195","4,442",-479,"4,903",18,3,"2,310",-204,0,"2,109",-204
15/08/2022 ,"6,286,362","52,181","6,076,929","157,252","15,455","1,330,248","17,793","1,111","1,364,607","18,904","3,588",-946,"4,508",26,3,"2,190",-262,-29,"1,902",-291
16/08/2022 ,"6,292,231","52,222","6,082,732","157,277","15,457","1,332,050","18,439","1,123","1,367,069","19,562","5,869",41,"5,803",25,2,"1,802",646,12,"2,462",658
